day,opentime,openprice,closetime,closeprice
2021/3/24,2021/3/24 9:01,1522,2021/3/24 14:58,1536.5
2021/3/25,2021/3/25 9:01,1544,2021/3/25 14:58,1548
2021/3/26,2021/3/26 9:01,1544,2021/3/26 14:58,1557
2021/3/29,2021/3/29 9:01,1588,2021/3/29 14:58,1642
2021/3/30,2021/3/30 9:01,1657.5,2021/3/30 14:58,1650.5
2021/3/31,2021/3/31 9:01,1668.5,2021/3/31 14:58,1656
2021/4/1,2021/4/1 9:01,1644,2021/4/1 14:58,1599
2021/4/2,2021/4/2 9:01,1589.5,2021/4/2 14:58,1567
2021/4/6,2021/4/6 9:01,1565.5,2021/4/6 14:58,1594
2021/4/7,2021/4/7 9:01,1571.5,2021/4/7 14:58,1583
2021/4/8,2021/4/8 9:01,1581.5,2021/4/8 14:58,1557.5
2021/4/9,2021/4/9 9:01,1589,2021/4/9 14:58,1570.5
2021/4/12,2021/4/12 9:01,1583,2021/4/12 14:58,1594.5
2021/4/13,2021/4/13 9:01,1573,2021/4/13 14:58,1601.5
2021/4/14,2021/4/14 9:01,1586.5,2021/4/14 14:58,1603
2021/4/15,2021/4/15 9:01,1600,2021/4/15 14:58,1603.5
2021/4/16,2021/4/16 9:01,1604.5,2021/4/16 14:58,1680
2021/4/19,2021/4/19 9:01,1698,2021/4/19 14:58,1652.5
2021/4/20,2021/4/20 9:01,1736,2021/4/20 14:58,1739.5
2021/4/21,2021/4/21 9:01,1706.5,2021/4/21 14:58,1712.5
2021/4/22,2021/4/22 9:01,1745,2021/4/22 14:58,1748
2021/4/23,2021/4/23 9:01,1751,2021/4/23 14:58,1748.5
2021/4/26,2021/4/26 9:01,1770,2021/4/26 14:58,1790
2021/4/27,2021/4/27 9:01,1780,2021/4/27 14:58,1784
2021/4/28,2021/4/28 9:01,1768,2021/4/28 14:58,1754
2021/4/29,2021/4/29 9:01,1735,2021/4/29 14:58,1765.5
2021/4/30,2021/4/30 9:01,1750,2021/4/30 14:58,1771
2021/5/6,2021/5/6 9:01,1804,2021/5/6 14:58,1912
2021/5/7,2021/5/7 9:01,1918.5,2021/5/7 14:58,1937.5
2021/5/10,2021/5/10 9:01,1960,2021/5/10 14:58,2061.5
2021/5/11,2021/5/11 9:01,1979,2021/5/11 14:58,2028.5
2021/5/12,2021/5/12 9:01,2017.5,2021/5/12 14:58,2110
2021/5/13,2021/5/13 9:01,2056.5,2021/5/13 14:58,1988
2021/5/14,2021/5/14 9:01,1982.5,2021/5/14 14:58,1919.5
2021/5/17,2021/5/17 9:01,1961.5,2021/5/17 14:58,1968.5
2021/5/18,2021/5/18 9:01,1952,2021/5/18 14:58,1968
2021/5/19,2021/5/19 9:01,1948,2021/5/19 14:58,1926.5
2021/5/20,2021/5/20 9:01,1786,2021/5/20 14:58,1782.5
2021/5/21,2021/5/21 9:01,1718,2021/5/21 14:58,1701.5
2021/5/24,2021/5/24 9:01,1683.5,2021/5/24 14:58,1722
2021/5/25,2021/5/25 9:01,1753.5,2021/5/25 14:58,1757
2021/5/26,2021/5/26 9:01,1776,2021/5/26 14:58,1751.5
2021/5/27,2021/5/27 9:01,1760,2021/5/27 14:58,1790.5
2021/5/28,2021/5/28 9:01,1805,2021/5/28 14:58,1800.5
2021/5/31,2021/5/31 9:01,1803,2021/5/31 14:58,1768.5
2021/6/1,2021/6/1 9:01,1760.5,2021/6/1 14:58,1865.5
2021/6/2,2021/6/2 9:01,1852,2021/6/2 14:58,1862
2021/6/3,2021/6/3 9:01,1890.5,2021/6/3 14:58,1876
2021/6/4,2021/6/4 9:01,1833.5,2021/6/4 14:58,1852
2021/6/7,2021/6/7 9:01,1871,2021/6/7 14:58,1803
2021/6/8,2021/6/8 9:01,1824,2021/6/8 14:58,1850
2021/6/9,2021/6/9 9:01,1860,2021/6/9 14:58,1869
2021/6/10,2021/6/10 9:01,1886.5,2021/6/10 14:58,1869.5
2021/6/11,2021/6/11 9:01,1929.5,2021/6/11 14:58,1974
2021/6/15,2021/6/15 9:01,1945,2021/6/15 14:58,1962
2021/6/16,2021/6/16 9:01,1977,2021/6/16 14:58,1949
2021/6/17,2021/6/17 9:01,1948,2021/6/17 14:58,2007
2021/6/18,2021/6/18 9:01,2059.5,2021/6/18 14:58,1955.5
2021/6/21,2021/6/21 9:01,1957,2021/6/21 14:58,1933
2021/6/22,2021/6/22 9:01,1935,2021/6/22 14:58,1971
2021/6/23,2021/6/23 9:01,1989,2021/6/23 14:58,2036
2021/6/24,2021/6/24 9:01,2066,2021/6/24 14:58,2045.5
2021/6/25,2021/6/25 9:01,2065,2021/6/25 14:58,2038.5
2021/6/28,2021/6/28 9:01,2040,2021/6/28 14:58,1982
2021/6/29,2021/6/29 9:01,1968,2021/6/29 14:58,1944
2021/6/30,2021/6/30 9:01,1954.5,2021/6/30 14:58,1947
2021/7/1,2021/7/1 9:01,1942,2021/7/1 14:58,1909.5
2021/7/2,2021/7/2 9:01,1895,2021/7/2 14:58,1947
2021/7/5,2021/7/5 9:01,1934.5,2021/7/5 14:58,1968.5
2021/7/6,2021/7/6 9:01,1994,2021/7/6 14:58,1948.5
2021/7/7,2021/7/7 9:01,1931.5,2021/7/7 14:58,1930
2021/7/8,2021/7/8 9:01,1892,2021/7/8 14:58,1833.5
2021/7/9,2021/7/9 9:01,1835.5,2021/7/9 14:58,1857
2021/7/12,2021/7/12 9:01,1879.5,2021/7/12 14:58,1882
2021/7/13,2021/7/13 9:01,1932.5,2021/7/13 14:58,1961
2021/7/14,2021/7/14 9:01,1981.5,2021/7/14 14:58,1991.5
2021/7/15,2021/7/15 9:01,1975,2021/7/15 14:58,1984
2021/7/16,2021/7/16 9:01,2046.5,2021/7/16 14:58,2034.5
2021/7/19,2021/7/19 9:01,2026,2021/7/19 14:58,2041
2021/7/20,2021/7/20 9:01,2021,2021/7/20 14:58,2067
2021/7/21,2021/7/21 9:01,2096,2021/7/21 14:58,2089.5
2021/7/22,2021/7/22 9:01,2071.5,2021/7/22 14:58,2087
2021/7/23,2021/7/23 9:01,2092.5,2021/7/23 14:58,2116.5
2021/7/26,2021/7/26 9:01,2121.5,2021/7/26 14:58,2152.5
2021/7/27,2021/7/27 9:01,2154.5,2021/7/27 14:58,2138
2021/7/28,2021/7/28 9:01,2178,2021/7/28 14:58,2199
2021/7/29,2021/7/29 9:01,2200,2021/7/29 14:58,2256
2021/7/30,2021/7/30 9:01,2314,2021/7/30 14:58,2312.5
2021/8/2,2021/8/2 9:01,2245.5,2021/8/2 14:58,2293.5
2021/8/3,2021/8/3 9:01,2279,2021/8/3 14:58,2226
2021/8/4,2021/8/4 9:01,2287,2021/8/4 14:58,2316
2021/8/5,2021/8/5 9:01,2327,2021/8/5 14:58,2330.5
2021/8/6,2021/8/6 9:01,2340,2021/8/6 14:58,2372.5
2021/8/9,2021/8/9 9:01,2420,2021/8/9 14:58,2371.5
2021/8/10,2021/8/10 9:01,2378.5,2021/8/10 14:58,2342
2021/8/11,2021/8/11 9:01,2374,2021/8/11 14:58,2358
2021/8/12,2021/8/12 9:01,2245.5,2021/8/12 14:58,2207.5
2021/8/13,2021/8/13 9:01,2219.5,2021/8/13 14:58,2181.5
2021/8/16,2021/8/16 9:01,2254,2021/8/16 14:58,2187.5
2021/8/17,2021/8/17 9:01,2168.5,2021/8/17 14:58,2238
2021/8/18,2021/8/18 9:01,2235,2021/8/18 14:58,2196
2021/8/19,2021/8/19 9:01,2188,2021/8/19 14:58,2286.5
2021/8/20,2021/8/20 9:01,2217,2021/8/20 14:58,2239.5
2021/8/23,2021/8/23 9:01,2397,2021/8/23 14:58,2421
2021/8/24,2021/8/24 9:01,2543,2021/8/24 14:58,2459.5
2021/8/25,2021/8/25 9:01,2535.5,2021/8/25 14:58,2587
2021/8/26,2021/8/26 9:01,2600.5,2021/8/26 14:58,2538
2021/8/27,2021/8/27 9:01,2479,2021/8/27 14:58,2523.5
2021/8/30,2021/8/30 9:01,2439,2021/8/30 14:58,2494.5
2021/8/31,2021/8/31 9:01,2465,2021/8/31 14:58,2463.5
2021/9/1,2021/9/1 9:01,2470,2021/9/1 14:58,2507
2021/9/2,2021/9/2 9:01,2541,2021/9/2 14:58,2669
2021/9/3,2021/9/3 9:01,2629.5,2021/9/3 14:58,2619.5
2021/9/6,2021/9/6 9:01,2650,2021/9/6 14:58,2775.5
2021/9/7,2021/9/7 9:01,2860.5,2021/9/7 14:58,2900
2021/9/8,2021/9/8 9:01,2842,2021/9/8 14:58,2851
2021/9/9,2021/9/9 9:01,2919.5,2021/9/9 14:58,3047.5
2021/9/10,2021/9/10 9:01,2990.5,2021/9/10 14:58,2828
2021/9/13,2021/9/13 9:01,2879.5,2021/9/13 14:58,2768
2021/9/14,2021/9/14 9:01,2733,2021/9/14 14:58,2702
2021/9/15,2021/9/15 9:01,2644,2021/9/15 14:58,2741.5
2021/9/16,2021/9/16 9:01,2800.5,2021/9/16 14:58,2697.5
2021/9/17,2021/9/17 9:01,2724,2021/9/17 14:58,2677
2021/9/22,2021/9/22 9:01,2661,2021/9/22 14:58,2923
2021/9/23,2021/9/23 9:01,2984,2021/9/23 14:58,2993.5
2021/9/24,2021/9/24 9:01,2875,2021/9/24 14:58,2805.5
2021/9/27,2021/9/27 9:01,2917.5,2021/9/27 14:58,2861
2021/9/28,2021/9/28 9:01,2913,2021/9/28 14:58,2990
2021/9/29,2021/9/29 9:01,3014,2021/9/29 14:58,3005
2021/9/30,2021/9/30 9:01,3088,2021/9/30 14:58,3290.5
2021/10/8,2021/10/8 9:01,3232,2021/10/8 14:58,3151
2021/10/11,2021/10/11 9:01,3256.5,2021/10/11 14:58,3412
2021/10/12,2021/10/12 9:01,3468,2021/10/12 14:58,3466
2021/10/13,2021/10/13 9:01,3607.5,2021/10/13 14:58,3460
2021/10/14,2021/10/14 9:01,3392,2021/10/14 14:58,3465.5
2021/10/15,2021/10/15 9:01,3531.5,2021/10/15 14:58,3620
2021/10/18,2021/10/18 9:01,3580,2021/10/18 14:58,3848
2021/10/19,2021/10/19 9:01,3768,2021/10/19 14:58,3753
2021/10/20,2021/10/20 9:01,3441.5,2021/10/20 14:58,3441.5
2021/10/21,2021/10/21 9:01,3245,2021/10/21 14:58,3109
2021/10/22,2021/10/22 9:01,3108,2021/10/22 14:58,2869
2021/10/25,2021/10/25 9:01,2900,2021/10/25 14:58,2976.5
2021/10/26,2021/10/26 9:01,3026.5,2021/10/26 14:58,2945
2021/10/27,2021/10/27 9:01,2715.5,2021/10/27 14:58,2703.5
2021/10/28,2021/10/28 9:01,2503,2021/10/28 14:58,2503
2021/10/29,2021/10/29 9:01,2442,2021/10/29 14:58,2235
2021/11/1,2021/11/1 9:01,2250,2021/11/1 14:58,2171.5
2021/11/2,2021/11/2 9:01,2223.5,2021/11/2 14:58,2198
