day,opentime,openprice,closetime,closeprice
2021/10/8,2021/10/8 9:01,1351.8,2021/10/8 14:58,1263.2
2021/10/11,2021/10/11 9:01,1347,2021/10/11 14:58,1408.2
2021/10/12,2021/10/12 9:01,1504,2021/10/12 14:58,1507.8
2021/10/13,2021/10/13 9:01,1617,2021/10/13 14:58,1557.2
2021/10/14,2021/10/14 9:01,1546.4,2021/10/14 14:58,1612
2021/10/15,2021/10/15 9:01,1649.8,2021/10/15 14:58,1692
2021/10/18,2021/10/18 9:01,1753,2021/10/18 14:58,1829
2021/10/19,2021/10/19 9:01,1905,2021/10/19 14:58,1875
2021/10/20,2021/10/20 9:01,1755.4,2021/10/20 14:58,1755.4
2021/10/21,2021/10/21 9:01,1587.4,2021/10/21 14:58,1587.4
2021/10/22,2021/10/22 9:01,1430.8,2021/10/22 14:58,1365
2021/10/25,2021/10/25 9:01,1332.8,2021/10/25 14:58,1303.2
2021/10/26,2021/10/26 9:01,1315.6,2021/10/26 14:58,1239
2021/10/27,2021/10/27 9:01,1185,2021/10/27 14:58,1144.6
2021/10/28,2021/10/28 9:01,1033.8,2021/10/28 14:58,1044.6
2021/10/29,2021/10/29 9:01,1040,2021/10/29 14:58,968.4
2021/11/1,2021/11/1 9:01,967,2021/11/1 14:58,917.6
2021/11/2,2021/11/2 9:01,901,2021/11/2 14:58,884.4
